Role,Education,Experience,Salary,Role_Encoded,Education_Encoded
Animator,Master's,27,16634100.0,5,1
Animator,PhD,4,1507400.0,5,2
Animator,Master's,13,3389100.0,5,1
Animator,PhD,9,2671800.0,5,2
Animator,PhD,23,13004900.0,5,2
Animator,Bachelor's,7,1322100.0,5,0
Animator,Master's,18,5990100.0,5,1
Animator,Master's,11,2712600.0,5,1
Animator,PhD,11,3337500.0,5,2
Animator,Master's,3,1103100.0,5,1
Animator,Bachelor's,17,4126300.0,5,0
Animator,PhD,2,1214500.0,5,2
Animator,Master's,8,1934100.0,5,1
Animator,Master's,3,1090300.0,5,1
Animator,Master's,14,3811800.0,5,1
Animator,Master's,15,4268700.0,5,1
Animator,Master's,0,778400.0,5,1
Animator,PhD,25,16321200.0,5,2
Animator,Master's,6,1544900.0,5,1
Animator,Master's,16,4787200.0,5,1
Animator,Bachelor's,26,11421000.0,5,0
Animator,Bachelor's,3,841700.0,5,0
Animator,PhD,29,25679900.0,5,2
Animator,PhD,14,4692400.0,5,2
Animator,PhD,10,2981400.0,5,2
Animator,Master's,22,9439500.0,5,1
Animator,Bachelor's,14,2934700.0,5,0
Animator,Bachelor's,14,2935700.0,5,0
Animator,Master's,11,2712800.0,5,1
Animator,Master's,3,1099800.0,5,1
Animator,Master's,24,11844700.0,5,1
Animator,Master's,22,9433500.0,5,1
Animator,Bachelor's,23,8130500.0,5,0
Animator,PhD,11,3342000.0,5,2
Animator,Bachelor's,19,5165300.0,5,0
Journalist,PhD,22,8712300.0,39,2
Journalist,PhD,16,4416300.0,39,2
Journalist,Master's,4,918300.0,39,1
Journalist,Master's,13,2556600.0,39,1
Journalist,Master's,3,826800.0,39,1
Journalist,Bachelor's,11,1561800.0,39,0
Journalist,PhD,24,10926200.0,39,2
Journalist,Master's,1,650400.0,39,1
Journalist,Bachelor's,22,5445100.0,39,0
Journalist,Bachelor's,6,889800.0,39,0
Journalist,Bachelor's,25,7659100.0,39,0
Journalist,PhD,20,6943600.0,39,2
Journalist,Bachelor's,27,9596800.0,39,0
Journalist,Master's,20,5645000.0,39,1
Journalist,Bachelor's,8,1112400.0,39,0
Journalist,Master's,10,1810500.0,39,1
Journalist,PhD,18,5538800.0,39,2
Journalist,Bachelor's,10,1398900.0,39,0
Journalist,Bachelor's,3,620300.0,39,0
Journalist,Master's,24,8877000.0,39,1
Journalist,Bachelor's,6,893700.0,39,0
Journalist,PhD,15,3933100.0,39,2
Journalist,Master's,22,7079000.0,39,1
Journalist,Bachelor's,27,9593000.0,39,0
Journalist,Bachelor's,23,6088500.0,39,0
Journalist,Bachelor's,28,10746200.0,39,0
Journalist,PhD,0,716000.0,39,2
Journalist,PhD,24,10929400.0,39,2
Journalist,PhD,12,2796600.0,39,2
Journalist,Bachelor's,1,504400.0,39,0
Journalist,Bachelor's,23,6102500.0,39,0
Journalist,PhD,8,1773400.0,39,2
Journalist,Bachelor's,28,10748000.0,39,0
Journalist,Bachelor's,26,8570800.0,39,0
Journalist,PhD,1,815700.0,39,2
Journalist,Bachelor's,4,705700.0,39,0
Journalist,PhD,17,4945200.0,39,2
Journalist,Bachelor's,6,879200.0,39,0
Journalist,Bachelor's,3,644800.0,39,0
Journalist,Bachelor's,3,632000.0,39,0
Journalist,PhD,23,9758400.0,39,2
Journalist,Bachelor's,18,3470100.0,39,0
Journalist,Master's,16,3587800.0,39,1
Journalist,PhD,16,4415600.0,39,2
Journalist,Bachelor's,14,2198900.0,39,0
Journalist,PhD,21,7777900.0,39,2
Journalist,PhD,18,5543100.0,39,2
Journalist,Bachelor's,16,2753700.0,39,0
Journalist,Bachelor's,0,447200.0,39,0
Journalist,Master's,6,1152600.0,39,1
Social Media Manager,Master's,17,4467800.0,61,1
Social Media Manager,Bachelor's,28,11948500.0,61,0
Social Media Manager,Master's,11,2265000.0,61,1
Social Media Manager,Master's,6,1282500.0,61,1
Social Media Manager,Master's,27,13849900.0,61,1
Social Media Manager,PhD,8,1976300.0,61,2
Social Media Manager,Master's,7,1433200.0,61,1
Social Media Manager,PhD,19,6884000.0,61,2
Social Media Manager,Bachelor's,27,10663900.0,61,0
Social Media Manager,Master's,30,19464000.0,61,1
Social Media Manager,PhD,15,4378200.0,61,2
Social Media Manager,Bachelor's,6,984300.0,61,0
Social Media Manager,Bachelor's,30,14969900.0,61,0
Social Media Manager,Master's,9,1802000.0,61,1
Social Media Manager,Master's,27,13860800.0,61,1
Social Media Manager,Master's,14,3178400.0,61,1
Social Media Manager,Master's,11,2266900.0,61,1
Social Media Manager,PhD,22,9685100.0,61,2
Social Media Manager,PhD,22,9680200.0,61,2
Social Media Manager,Bachelor's,25,8498800.0,61,0
Social Media Manager,PhD,29,21408000.0,61,2
Social Media Manager,Master's,17,4458400.0,61,1
Social Media Manager,Bachelor's,17,3435000.0,61,0
Social Media Manager,Master's,9,1801600.0,61,1
Social Media Manager,PhD,2,1003400.0,61,2
Social Media Manager,Bachelor's,6,983100.0,61,0
Social Media Manager,Bachelor's,23,6771200.0,61,0
Social Media Manager,PhD,4,1263500.0,61,2
Social Media Manager,Master's,8,1606400.0,61,1
Social Media Manager,Master's,3,907000.0,61,1
Social Media Manager,PhD,2,1000400.0,61,2
Social Media Manager,Master's,2,819000.0,61,1
Social Media Manager,PhD,23,10849500.0,61,2
Social Media Manager,Master's,13,2836400.0,61,1
Social Media Manager,Bachelor's,26,9514600.0,61,0
Social Media Manager,Bachelor's,2,629700.0,61,0
Social Media Manager,Bachelor's,8,1234900.0,61,0
Social Media Manager,PhD,25,13597400.0,61,2
Social Media Manager,Master's,14,3182300.0,61,1
Social Media Manager,Master's,0,662500.0,61,1
Social Media Manager,Bachelor's,7,1114400.0,61,0
Social Media Manager,PhD,2,994500.0,61,2
Social Media Manager,Bachelor's,25,8504700.0,61,0
Social Media Manager,Master's,9,1803500.0,61,1
Social Media Manager,Master's,2,805500.0,61,1
Social Media Manager,Bachelor's,30,14979500.0,61,0
Social Media Manager,Bachelor's,1,558800.0,61,0
Social Media Manager,PhD,6,1570700.0,61,2
Social Media Manager,Bachelor's,12,1950000.0,61,0
Social Media Manager,PhD,13,3494400.0,61,2
Electrician,Master's,5,804800.0,28,1
Electrician,Bachelor's,14,1713900.0,28,0
Electrician,Bachelor's,28,8367300.0,28,0
Electrician,Bachelor's,21,3781300.0,28,0
Electrician,Master's,14,2227200.0,28,1
Electrician,Master's,20,4386300.0,28,1
Electrician,Bachelor's,29,9353000.0,28,0
Electrician,PhD,9,1552900.0,28,2
Electrician,PhD,15,3066200.0,28,2
Electrician,Master's,27,9698400.0,28,1
Electrician,Master's,29,12165200.0,28,1
Electrician,Bachelor's,22,4239500.0,28,0
Electrician,Bachelor's,6,693000.0,28,0
Electrician,PhD,29,14985500.0,28,2
Electrician,Master's,12,1770600.0,28,1
Electrician,Master's,4,712900.0,28,1
Electrician,PhD,27,11947500.0,28,2
Electrician,Master's,15,2492300.0,28,1
Electrician,PhD,18,4301900.0,28,2
Electrician,Bachelor's,25,5954800.0,28,0
Electrician,PhD,6,1106900.0,28,2
Electrician,Bachelor's,5,616000.0,28,0
Electrician,Master's,10,1417000.0,28,1
Electrician,PhD,5,989500.0,28,2
Electrician,Master's,1,516300.0,28,1
Electrician,PhD,2,709100.0,28,2
Electrician,PhD,27,11939200.0,28,2
Electrician,PhD,1,626800.0,28,2
Electrician,Master's,29,12169400.0,28,1
Electrician,Bachelor's,8,875800.0,28,0
Electrician,Master's,1,513500.0,28,1
Electrician,Master's,17,3123800.0,28,1
Electrician,Master's,20,4387300.0,28,1
Electrician,Master's,25,7723900.0,28,1
Electrician,Bachelor's,20,3382500.0,28,0
Electrician,Master's,7,1010600.0,28,1
Electrician,Bachelor's,29,9358900.0,28,0
Electrician,Bachelor's,2,440500.0,28,0
Electrician,PhD,30,16783100.0,28,2
Electrician,PhD,5,986800.0,28,2
Electrician,Master's,25,7729600.0,28,1
Electrician,Bachelor's,10,1088100.0,28,0
Electrician,Bachelor's,20,3370200.0,28,0
Electrician,PhD,21,6056300.0,28,2
Electrician,PhD,20,5400900.0,28,2
Electrician,Bachelor's,28,8365200.0,28,0
Electrician,Bachelor's,14,1716000.0,28,0
Electrician,Master's,15,2494500.0,28,1
Electrician,Bachelor's,21,3784200.0,28,0
Electrician,Bachelor's,7,773100.0,28,0
Plumber,Bachelor's,15,1637100.0,52,0
Plumber,PhD,13,2094800.0,52,2
Plumber,Bachelor's,0,291100.0,52,0
Plumber,PhD,23,6506800.0,52,2
Plumber,Bachelor's,25,5091900.0,52,0
Plumber,PhD,28,11462200.0,52,2
Plumber,Bachelor's,9,829000.0,52,0
Plumber,PhD,25,8154200.0,52,2
Plumber,Master's,1,441100.0,52,1
Plumber,Bachelor's,22,3632200.0,52,0
Plumber,Master's,9,1083100.0,52,1
Plumber,Master's,20,3768500.0,52,1
Plumber,Master's,25,6634300.0,52,1
Plumber,Master's,4,616200.0,52,1
Plumber,PhD,23,6509600.0,52,2
Plumber,Bachelor's,26,5705200.0,52,0
Plumber,Bachelor's,20,2894300.0,52,0
Plumber,PhD,2,599800.0,52,2
Plumber,Master's,22,4716500.0,52,1
Plumber,Bachelor's,25,5096700.0,52,0
Plumber,Bachelor's,0,303300.0,52,0
Plumber,PhD,21,5182000.0,52,2
Plumber,PhD,15,2617900.0,52,2
Plumber,Bachelor's,14,1470800.0,52,0
Plumber,Master's,18,2990800.0,52,1
Plumber,Bachelor's,25,5098600.0,52,0
Plumber,Bachelor's,4,465400.0,52,0
Plumber,Master's,20,3764800.0,52,1
Plumber,Bachelor's,0,296100.0,52,0
Plumber,Master's,21,4213200.0,52,1
Plumber,Bachelor's,22,3629200.0,52,0
Plumber,Bachelor's,4,467500.0,52,0
Plumber,PhD,21,5194300.0,52,2
Plumber,Bachelor's,20,2892200.0,52,0
Plumber,Bachelor's,17,2066500.0,52,0
Plumber,Master's,1,430500.0,52,1
Plumber,Bachelor's,3,426600.0,52,0
Plumber,PhD,28,11471600.0,52,2
Plumber,Master's,25,6634900.0,52,1
Plumber,PhD,18,3690600.0,52,2
Plumber,Bachelor's,30,8993400.0,52,0
Plumber,PhD,0,486000.0,52,2
Plumber,PhD,25,8154600.0,52,2
Plumber,Master's,18,3003100.0,52,1
Plumber,Bachelor's,18,2308400.0,52,0
Plumber,Bachelor's,6,593700.0,52,0
Plumber,Master's,22,4719800.0,52,1
Plumber,Master's,9,1077600.0,52,1
Plumber,Master's,10,1211900.0,52,1
Plumber,Bachelor's,16,1838500.0,52,0
HVAC Technician,Bachelor's,3,561300.0,35,0
HVAC Technician,Bachelor's,28,9552400.0,35,0
HVAC Technician,Bachelor's,17,2741600.0,35,0
HVAC Technician,Master's,28,12424000.0,35,1
HVAC Technician,PhD,28,15283700.0,35,2
HVAC Technician,Bachelor's,11,1382200.0,35,0
HVAC Technician,PhD,15,3502200.0,35,2
HVAC Technician,Master's,12,2026900.0,35,1
HVAC Technician,Master's,17,3569600.0,35,1
HVAC Technician,Bachelor's,27,8526200.0,35,0
HVAC Technician,Bachelor's,7,891500.0,35,0
HVAC Technician,Master's,4,818300.0,35,1
HVAC Technician,PhD,12,2490400.0,35,2
HVAC Technician,Bachelor's,2,500300.0,35,0
HVAC Technician,Master's,24,7890800.0,35,1
HVAC Technician,Master's,29,13908800.0,35,1
HVAC Technician,PhD,13,2801900.0,35,2
HVAC Technician,PhD,11,2226900.0,35,2
HVAC Technician,PhD,22,7746200.0,35,2
HVAC Technician,PhD,11,2221700.0,35,2
HVAC Technician,PhD,1,712800.0,35,2
HVAC Technician,Bachelor's,25,6794700.0,35,0
HVAC Technician,Master's,11,1809700.0,35,1
HVAC Technician,PhD,24,9714500.0,35,2
HVAC Technician,Master's,4,812800.0,35,1
HVAC Technician,Master's,22,6292200.0,35,1
HVAC Technician,PhD,12,2493900.0,35,2
HVAC Technician,Bachelor's,5,703200.0,35,0
HVAC Technician,PhD,27,13652600.0,35,2
HVAC Technician,Bachelor's,3,563100.0,35,0
HVAC Technician,Master's,10,1609200.0,35,1
HVAC Technician,Bachelor's,3,571100.0,35,0
HVAC Technician,Master's,11,1807100.0,35,1
HVAC Technician,Master's,10,1617500.0,35,1
HVAC Technician,PhD,28,15286000.0,35,2
HVAC Technician,Bachelor's,14,1944700.0,35,0
HVAC Technician,Bachelor's,18,3083200.0,35,0
HVAC Technician,PhD,22,7741600.0,35,2
HVAC Technician,PhD,7,1410000.0,35,2
HVAC Technician,PhD,17,4404200.0,35,2
HVAC Technician,Master's,28,12427900.0,35,1
HVAC Technician,PhD,4,1004100.0,35,2
HVAC Technician,PhD,0,643400.0,35,2
HVAC Technician,Master's,11,1806000.0,35,1
HVAC Technician,Bachelor's,9,1114700.0,35,0
HVAC Technician,Master's,4,820400.0,35,1
HVAC Technician,Master's,14,2543200.0,35,1
HVAC Technician,PhD,0,644200.0,35,2
HVAC Technician,PhD,17,4396900.0,35,2
HVAC Technician,Bachelor's,6,783400.0,35,0
Welder,Bachelor's,25,6454700.0,73,0
Welder,Master's,16,3027600.0,73,1
Welder,Master's,13,2163500.0,73,1
Welder,Master's,16,3031800.0,73,1
Welder,PhD,29,16265400.0,73,2
Welder,Master's,21,5336200.0,73,1
Welder,Master's,25,8409100.0,73,1
Welder,Master's,18,3801600.0,73,1
Welder,PhD,15,3323900.0,73,2
Welder,Bachelor's,20,3664400.0,73,0
Welder,Bachelor's,9,1050300.0,73,0
Welder,PhD,19,5240000.0,73,2
Welder,Master's,24,7499200.0,73,1
Welder,Master's,2,621700.0,73,1
Welder,Master's,2,613500.0,73,1
Welder,Bachelor's,18,2927000.0,73,0
Welder,PhD,17,4168300.0,73,2
Welder,Master's,3,697700.0,73,1
Welder,Bachelor's,0,385200.0,73,0
Welder,Master's,11,1726200.0,73,1
Welder,Bachelor's,8,935000.0,73,0
Welder,PhD,21,6564800.0,73,2
Welder,PhD,22,7359200.0,73,2
Welder,Master's,14,2416200.0,73,1
Welder,PhD,9,1685000.0,73,2
Welder,Bachelor's,18,2925400.0,73,0
Welder,Master's,23,6693400.0,73,1
Welder,PhD,25,10337400.0,73,2
Welder,Master's,24,7502200.0,73,1
Welder,Master's,22,5978900.0,73,1
Welder,Bachelor's,24,5768200.0,73,0
Welder,Bachelor's,16,2323900.0,73,0
Welder,PhD,26,11578800.0,73,2
Welder,Master's,21,5339800.0,73,1
Welder,PhD,29,16265300.0,73,2
Welder,Master's,23,6688400.0,73,1
Welder,PhD,0,604600.0,73,2
Welder,PhD,27,12957900.0,73,2
Welder,PhD,10,1892000.0,73,2
Welder,PhD,4,957300.0,73,2
Welder,Bachelor's,25,6460200.0,73,0
Welder,Bachelor's,19,3271300.0,73,0
Welder,PhD,28,14522400.0,73,2
Welder,Master's,24,7495800.0,73,1
Welder,Master's,5,875500.0,73,1
Welder,Bachelor's,18,2919500.0,73,0
Welder,Bachelor's,12,1482900.0,73,0
Welder,Bachelor's,18,2915600.0,73,0
Welder,PhD,11,2117300.0,73,2
Welder,PhD,12,2376100.0,73,2
Automotive Technician,Bachelor's,14,2054000.0,8,0
Automotive Technician,PhD,4,1052900.0,8,2
Automotive Technician,Master's,0,546700.0,8,1
Automotive Technician,Master's,19,4697100.0,8,1
Automotive Technician,Bachelor's,12,1636900.0,8,0
Automotive Technician,PhD,11,2338500.0,8,2
Automotive Technician,Bachelor's,7,925800.0,8,0
Automotive Technician,Bachelor's,27,8957900.0,8,0
Automotive Technician,PhD,17,4611000.0,8,2
Automotive Technician,Bachelor's,21,4539100.0,8,0
Automotive Technician,Bachelor's,9,1166000.0,8,0
Automotive Technician,PhD,15,3683400.0,8,2
Automotive Technician,PhD,25,11429200.0,8,2
Automotive Technician,Master's,14,2672300.0,8,1
Automotive Technician,Bachelor's,0,423200.0,8,0
Automotive Technician,Master's,28,13040700.0,8,1
Automotive Technician,Master's,18,4195800.0,8,1
Automotive Technician,Master's,22,6612300.0,8,1
Automotive Technician,Master's,13,2382900.0,8,1
Automotive Technician,Bachelor's,0,416700.0,8,0
Automotive Technician,Bachelor's,21,4530100.0,8,0
Automotive Technician,PhD,23,9109300.0,8,2
Automotive Technician,Bachelor's,1,466700.0,8,0
Automotive Technician,Master's,23,7398000.0,8,1
Automotive Technician,Bachelor's,10,1300000.0,8,0
Automotive Technician,Bachelor's,29,11232400.0,8,0
Automotive Technician,PhD,16,4119400.0,8,2
Automotive Technician,Master's,15,2987900.0,8,1
Automotive Technician,Master's,11,1904500.0,8,1
Automotive Technician,PhD,3,938100.0,8,2
Automotive Technician,Bachelor's,8,1030900.0,8,0
Automotive Technician,Bachelor's,1,470300.0,8,0
Automotive Technician,Bachelor's,27,8950600.0,8,0
Automotive Technician,Master's,6,1081400.0,8,1
Automotive Technician,Bachelor's,22,5075200.0,8,0
Automotive Technician,Master's,14,2669900.0,8,1
Automotive Technician,PhD,12,2616300.0,8,2
Automotive Technician,Master's,6,1079800.0,8,1
Automotive Technician,Master's,30,16353400.0,8,1
Automotive Technician,PhD,28,16055700.0,8,2
Automotive Technician,Master's,16,3339300.0,8,1
Automotive Technician,Master's,15,2989100.0,8,1
Automotive Technician,Bachelor's,30,12582900.0,8,0
Automotive Technician,Master's,13,2383700.0,8,1
Automotive Technician,Master's,4,864200.0,8,1
Automotive Technician,Master's,9,1520500.0,8,1
Automotive Technician,Master's,18,4197600.0,8,1
Automotive Technician,PhD,30,20132200.0,8,2
Automotive Technician,PhD,30,20134500.0,8,2
Automotive Technician,Master's,22,6611800.0,8,1
Construction Supervisor,PhD,11,3348100.0,17,2
Construction Supervisor,Bachelor's,14,2936900.0,17,0
Construction Supervisor,Bachelor's,17,4116600.0,17,0
Construction Supervisor,PhD,19,8263300.0,17,2
Construction Supervisor,Master's,17,5345200.0,17,1
Construction Supervisor,Master's,26,14863000.0,17,1
Construction Supervisor,Bachelor's,10,1860700.0,17,0
Construction Supervisor,Master's,13,3405900.0,17,1
Construction Supervisor,Master's,9,2165700.0,17,1
Construction Supervisor,PhD,11,3340200.0,17,2
Construction Supervisor,PhD,20,9260700.0,17,2
Construction Supervisor,PhD,6,1903800.0,17,2
Construction Supervisor,Bachelor's,20,5787400.0,17,0
Construction Supervisor,Master's,22,9448700.0,17,1
Construction Supervisor,Bachelor's,4,943700.0,17,0
Construction Supervisor,Bachelor's,24,9098800.0,17,0
Construction Supervisor,PhD,2,1205000.0,17,2
Construction Supervisor,Bachelor's,10,1860900.0,17,0
Construction Supervisor,PhD,1,1076100.0,17,2
Construction Supervisor,Master's,1,878500.0,17,1
Construction Supervisor,PhD,22,11614000.0,17,2
Construction Supervisor,Master's,27,16653700.0,17,1
Construction Supervisor,Master's,11,2709700.0,17,1
Construction Supervisor,PhD,17,6590200.0,17,2
Construction Supervisor,Bachelor's,23,8137400.0,17,0
Construction Supervisor,PhD,14,4694700.0,17,2
Construction Supervisor,PhD,21,10369400.0,17,2
Construction Supervisor,Bachelor's,10,1860400.0,17,0
Construction Supervisor,PhD,22,11616600.0,17,2
Construction Supervisor,Master's,2,983300.0,17,1
Construction Supervisor,Bachelor's,9,1659700.0,17,0
Construction Supervisor,Master's,27,16627300.0,17,1
Construction Supervisor,Master's,21,8425700.0,17,1
Construction Supervisor,PhD,3,1343900.0,17,2
Construction Supervisor,Bachelor's,0,597800.0,17,0
Construction Supervisor,PhD,30,28763400.0,17,2
Construction Supervisor,PhD,25,16322000.0,17,2
Construction Supervisor,PhD,7,2120000.0,17,2
Construction Supervisor,PhD,29,25677500.0,17,2
Construction Supervisor,Bachelor's,17,4119000.0,17,0
Construction Supervisor,Master's,3,1094800.0,17,1
Construction Supervisor,Bachelor's,6,1181300.0,17,0
Construction Supervisor,Master's,27,16633400.0,17,1
Construction Supervisor,PhD,9,2661300.0,17,2
Construction Supervisor,Master's,19,6715800.0,17,1
Construction Supervisor,PhD,22,11611300.0,17,2
Construction Supervisor,PhD,22,11624600.0,17,2
Construction Supervisor,PhD,17,6592900.0,17,2
Construction Supervisor,Bachelor's,15,3284700.0,17,0
Construction Supervisor,PhD,22,11612000.0,17,2
Store Manager,PhD,15,4375100.0,63,2
Store Manager,PhD,18,6150300.0,63,2
Store Manager,PhD,27,17064800.0,63,2
Store Manager,Bachelor's,15,2739100.0,63,0
Store Manager,Master's,18,4997600.0,63,1
Store Manager,Bachelor's,17,3434000.0,63,0
Store Manager,PhD,15,4380800.0,63,2
Store Manager,PhD,26,15232100.0,63,2
Store Manager,Bachelor's,26,9523000.0,63,0
Store Manager,Master's,28,15523500.0,63,1
Store Manager,Bachelor's,9,1395300.0,63,0
Store Manager,Bachelor's,21,5407100.0,63,0
Store Manager,Bachelor's,14,2444300.0,63,0
Store Manager,Bachelor's,18,3850900.0,63,0
Store Manager,PhD,0,795400.0,63,2
Store Manager,Bachelor's,16,3068500.0,63,0
Store Manager,Master's,7,1436700.0,63,1
Store Manager,PhD,2,1006000.0,63,2
Store Manager,Master's,6,1277600.0,63,1
Store Manager,Master's,22,7870400.0,63,1
Store Manager,Master's,23,8808600.0,63,1
Store Manager,PhD,10,2484600.0,63,2
Store Manager,PhD,16,4905500.0,63,2
Store Manager,Bachelor's,26,9514000.0,63,0
Store Manager,Master's,14,3174100.0,63,1
Store Manager,PhD,13,3496500.0,63,2
Store Manager,Master's,15,3552300.0,63,1
Store Manager,Bachelor's,28,11935500.0,63,0
Store Manager,Bachelor's,20,4820300.0,63,0
Store Manager,Master's,23,8807800.0,63,1
Store Manager,PhD,24,12139700.0,63,2
Store Manager,PhD,13,3489700.0,63,2
Store Manager,Master's,8,1608800.0,63,1
Store Manager,Master's,24,9868900.0,63,1
Store Manager,Bachelor's,16,3064900.0,63,0
Store Manager,PhD,20,7718300.0,63,2
Store Manager,Master's,13,2832700.0,63,1
Store Manager,Master's,3,915800.0,63,1
Store Manager,Bachelor's,29,13371300.0,63,0
Store Manager,PhD,5,1411400.0,63,2
Store Manager,PhD,22,9676600.0,63,2
Store Manager,Master's,28,15523800.0,63,1
Store Manager,PhD,23,10849900.0,63,2
Store Manager,PhD,6,1582700.0,63,2
Store Manager,PhD,26,15236000.0,63,2
Store Manager,Master's,7,1437600.0,63,1
Store Manager,Bachelor's,8,1236800.0,63,0
Store Manager,PhD,3,1126600.0,63,2
Store Manager,Bachelor's,23,6776600.0,63,0
Store Manager,PhD,28,19111600.0,63,2
Customer Support Executive,Master's,27,9705400.0,19,1
Customer Support Executive,PhD,0,565900.0,19,2
Customer Support Executive,Master's,11,1576700.0,19,1
Customer Support Executive,Master's,26,8665500.0,19,1
Customer Support Executive,Bachelor's,12,1366700.0,19,0
Customer Support Executive,Bachelor's,15,1923900.0,19,0
Customer Support Executive,Master's,10,1418400.0,19,1
Customer Support Executive,PhD,6,1112200.0,19,2
Customer Support Executive,PhD,5,988200.0,19,2
Customer Support Executive,PhD,4,881200.0,19,2
Customer Support Executive,PhD,17,3854400.0,19,2
Customer Support Executive,PhD,0,555400.0,19,2
Customer Support Executive,Master's,16,2779000.0,19,1
Customer Support Executive,PhD,27,11941800.0,19,2
Customer Support Executive,Master's,28,10870800.0,19,1
Customer Support Executive,Bachelor's,17,2404900.0,19,0
Customer Support Executive,Bachelor's,15,1914100.0,19,0
Customer Support Executive,Master's,5,805600.0,19,1
Customer Support Executive,Bachelor's,28,8364100.0,19,0
Customer Support Executive,Bachelor's,14,1708500.0,19,0
Customer Support Executive,Bachelor's,6,681300.0,19,0
Customer Support Executive,Bachelor's,6,684600.0,19,0
Customer Support Executive,Master's,14,2225200.0,19,1
Customer Support Executive,PhD,19,4823200.0,19,2
Customer Support Executive,PhD,1,625000.0,19,2
Customer Support Executive,Master's,4,707800.0,19,1
Customer Support Executive,Master's,15,2486600.0,19,1
Customer Support Executive,Master's,19,3923300.0,19,1
Customer Support Executive,Master's,30,13639500.0,19,1
Customer Support Executive,PhD,19,4823600.0,19,2
Customer Support Executive,Bachelor's,22,4226400.0,19,0
Customer Support Executive,PhD,19,4824300.0,19,2
Customer Support Executive,PhD,13,2448300.0,19,2
Customer Support Executive,PhD,21,6061800.0,19,2
Customer Support Executive,Bachelor's,30,10489800.0,19,0
Customer Support Executive,Master's,6,890300.0,19,1
Customer Support Executive,Master's,16,2789300.0,19,1
Customer Support Executive,PhD,21,6047500.0,19,2
Customer Support Executive,Bachelor's,28,8356900.0,19,0
Customer Support Executive,Master's,16,2788800.0,19,1
Customer Support Executive,Master's,16,2789200.0,19,1
Customer Support Executive,Master's,12,1776000.0,19,1
Customer Support Executive,PhD,26,10658000.0,19,2
Customer Support Executive,PhD,5,990500.0,19,2
Customer Support Executive,Master's,26,8673500.0,19,1
Customer Support Executive,Bachelor's,16,2148900.0,19,0
Customer Support Executive,Master's,11,1584000.0,19,1
Customer Support Executive,Master's,20,4384100.0,19,1
Customer Support Executive,PhD,18,4306100.0,19,2
Customer Support Executive,PhD,6,1096600.0,19,2
Retail Sales Associate,Bachelor's,16,1524700.0,59,0
Retail Sales Associate,Master's,22,3936700.0,59,1
Retail Sales Associate,Bachelor's,16,1531300.0,59,0
Retail Sales Associate,PhD,9,1108900.0,59,2
Retail Sales Associate,Bachelor's,28,5969600.0,59,0
Retail Sales Associate,PhD,30,11983900.0,59,2
Retail Sales Associate,Bachelor's,12,976200.0,59,0
Retail Sales Associate,PhD,23,5425200.0,59,2
Retail Sales Associate,Bachelor's,11,871500.0,59,0
Retail Sales Associate,PhD,1,453000.0,59,2
Retail Sales Associate,PhD,14,1963300.0,59,2
Retail Sales Associate,PhD,28,9554900.0,59,2
Retail Sales Associate,Master's,28,7760100.0,59,1
Retail Sales Associate,Bachelor's,4,398700.0,59,0
Retail Sales Associate,Master's,8,808700.0,59,1
Retail Sales Associate,Bachelor's,10,770600.0,59,0
Retail Sales Associate,PhD,1,441900.0,59,2
Retail Sales Associate,Bachelor's,24,3796800.0,59,0
Retail Sales Associate,Bachelor's,28,5970800.0,59,0
Retail Sales Associate,Bachelor's,0,241200.0,59,0
Retail Sales Associate,PhD,0,394200.0,59,2
Retail Sales Associate,PhD,0,400000.0,59,2
Retail Sales Associate,Bachelor's,12,964600.0,59,0
Retail Sales Associate,PhD,17,2745700.0,59,2
Retail Sales Associate,Bachelor's,13,1093100.0,59,0
Retail Sales Associate,Master's,28,7753500.0,59,1
Retail Sales Associate,Bachelor's,25,4246200.0,59,0
Retail Sales Associate,Bachelor's,1,274400.0,59,0
Retail Sales Associate,PhD,21,4319500.0,59,2
Retail Sales Associate,Bachelor's,12,969000.0,59,0
Retail Sales Associate,Master's,4,517500.0,59,1
Retail Sales Associate,PhD,19,3441200.0,59,2
Retail Sales Associate,Bachelor's,13,1093100.0,59,0
Retail Sales Associate,Master's,15,1773600.0,59,1
Retail Sales Associate,Master's,15,1778100.0,59,1
Retail Sales Associate,PhD,24,6068600.0,59,2
Retail Sales Associate,PhD,0,385600.0,59,2
Retail Sales Associate,Bachelor's,26,4760400.0,59,0
Retail Sales Associate,Bachelor's,0,245100.0,59,0
Retail Sales Associate,Bachelor's,13,1086700.0,59,0
Retail Sales Associate,PhD,14,1953100.0,59,2
Retail Sales Associate,PhD,15,2201300.0,59,2
Retail Sales Associate,PhD,13,1744800.0,59,2
Retail Sales Associate,Bachelor's,24,3799200.0,59,0
Retail Sales Associate,PhD,19,3445600.0,59,2
Retail Sales Associate,Master's,9,893900.0,59,1
Retail Sales Associate,Master's,10,1006200.0,59,1
Retail Sales Associate,PhD,25,6803000.0,59,2
Retail Sales Associate,Bachelor's,12,974800.0,59,0
Retail Sales Associate,Master's,21,3509200.0,59,1
Cashier,Bachelor's,23,2702700.0,11,0
Cashier,PhD,23,4345900.0,11,2
Cashier,Master's,28,6215700.0,11,1
Cashier,Bachelor's,27,4268200.0,11,0
Cashier,Master's,3,363400.0,11,1
Cashier,Master's,17,1784300.0,11,1
